po_id,order_date,department,category,item,supplier,unit_cost,quantity,total_cost,lead_time_days,promised_days,on_time,on_contract
PO-12238,2024-08-21,Emergency,PPE & Safety,Face Shields (case 96),Apex Medical Group,83.07,10,830.7,14,13,False,True
PO-12239,2024-08-07,Cardiology,Medical Equipment,Infusion Pump Sets (case 24),MedLine Direct,348.33,6,2089.98,2,8,True,True
PO-12240,2024-08-17,Laboratory,Lab & Diagnostics,Rapid Flu Test Kits (box 25),OmniHealth Partners,260.51,17,4428.67,9,11,True,True
PO-12241,2024-08-20,Surgery,Surgical Supplies,Suture Kits (box 36),Apex Medical Group,178.26,13,2317.38,12,13,True,True
PO-12242,2024-08-01,Laboratory,Surgical Supplies,Surgical Drapes (case 60),MedLine Direct,137.45,4,549.8,4,8,True,True
PO-12243,2024-08-18,Laboratory,Surgical Supplies,Suture Kits (box 36),Apex Medical Group,181.65,17,3088.05,9,13,False,True
PO-12244,2024-08-02,Surgery,PPE & Safety,Nitrile Exam Gloves (box 200),Apex Medical Group,11.01,283,3115.83,11,13,True,True
PO-12245,2024-08-24,Emergency,Surgical Supplies,Surgical Drapes (case 60),Cardinal Supply Co,134.35,6,806.1,7,9,True,True
PO-12246,2024-08-08,Laboratory,Lab & Diagnostics,Reagent Pack - Chemistry,Apex Medical Group,902.48,2,1804.96,10,13,True,True
PO-12247,2024-08-18,Surgery,Lab & Diagnostics,Blood Collection Tubes (case 1000),OmniHealth Partners,112.64,1,112.64,8,11,True,True
PO-12248,2024-08-04,Emergency,Pharmaceuticals,Heparin Vials (box 25),MedLine Direct,172.24,12,2066.88,7,8,True,True
PO-12249,2024-08-05,Surgery,Lab & Diagnostics,Specimen Containers (case 500),Regional MedSupply,69.42,9,624.78,3,6,True,True
PO-12250,2024-08-05,Surgery,PPE & Safety,Face Shields (case 96),Regional MedSupply,93.0,4,372.0,5,6,False,False
PO-12251,2024-08-21,Surgery,Surgical Supplies,Laparoscopic Trocars (box 6),MedLine Direct,485.05,3,1455.15,8,8,True,False
PO-12252,2024-08-04,Cardiology,Pharmaceuticals,Propofol Vials (box 10),Apex Medical Group,191.74,8,1533.92,9,13,False,True
PO-12253,2024-08-25,ICU,PPE & Safety,Isolation Gowns (case 100),OmniHealth Partners,94.58,32,3026.56,9,11,False,True
PO-12254,2024-08-19,General Medicine,PPE & Safety,Nitrile Exam Gloves (box 200),Regional MedSupply,12.66,276,3494.16,1,6,True,True
PO-12255,2024-08-19,ICU,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Regional MedSupply,702.1,7,4914.7,1,6,True,True
PO-12256,2024-08-15,Emergency,Medical Equipment,Ventilator Circuits (case 20),Cardinal Supply Co,281.48,4,1125.92,8,9,True,False
PO-12257,2024-08-22,Surgery,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Regional MedSupply,660.94,3,1982.82,1,6,True,True
PO-12258,2024-08-04,Oncology,Lab & Diagnostics,Blood Collection Tubes (case 1000),OmniHealth Partners,110.69,21,2324.49,8,11,True,True
PO-12259,2024-08-20,ICU,PPE & Safety,Nitrile Exam Gloves (box 200),OmniHealth Partners,11.37,297,3376.89,8,11,True,True
PO-12260,2024-08-13,Laboratory,Pharmaceuticals,Saline IV Bags 1L (case 12),MedLine Direct,87.78,70,6144.6,8,8,True,False
PO-12261,2024-08-01,Oncology,Lab & Diagnostics,Blood Collection Tubes (case 1000),OmniHealth Partners,114.69,11,1261.59,6,11,True,True
PO-12262,2024-08-07,Laboratory,Medical Equipment,Pulse Oximeter Sensors (box 24),MedLine Direct,320.65,3,961.95,4,8,True,True
PO-12263,2024-08-21,Surgery,PPE & Safety,Isolation Gowns (case 100),Cardinal Supply Co,102.6,26,2667.6,6,9,True,False
PO-12264,2024-08-12,Surgery,Surgical Supplies,Surgical Drapes (case 60),OmniHealth Partners,132.24,12,1586.88,7,11,True,True
PO-12265,2024-08-15,ICU,Surgical Supplies,Sterile Gauze (case 600),Regional MedSupply,64.98,13,844.74,5,6,True,True
PO-12266,2024-08-18,Emergency,Medical Equipment,Pulse Oximeter Sensors (box 24),Regional MedSupply,375.42,6,2252.52,3,6,True,False
PO-12267,2024-08-14,Surgery,Lab & Diagnostics,Blood Collection Tubes (case 1000),MedLine Direct,121.74,17,2069.58,5,8,True,True
PO-12268,2024-08-03,General Medicine,Lab & Diagnostics,Specimen Containers (case 500),Apex Medical Group,58.45,5,292.25,11,13,True,True
PO-12269,2024-08-22,Laboratory,Surgical Supplies,Laparoscopic Trocars (box 6),OmniHealth Partners,410.07,6,2460.42,7,11,True,True
PO-12270,2024-08-05,Emergency,Lab & Diagnostics,Blood Collection Tubes (case 1000),Regional MedSupply,128.09,2,256.18,1,6,True,True
PO-12271,2024-08-24,Oncology,Lab & Diagnostics,Blood Collection Tubes (case 1000),Cardinal Supply Co,118.82,12,1425.84,7,9,True,True
PO-12272,2024-08-03,Laboratory,Medical Equipment,Infusion Pump Sets (case 24),OmniHealth Partners,329.36,4,1317.44,11,11,True,True
PO-12273,2024-08-13,Emergency,Pharmaceuticals,Heparin Vials (box 25),Regional MedSupply,186.98,12,2243.76,3,6,True,True
PO-12274,2024-08-13,Oncology,PPE & Safety,Face Shields (case 96),Cardinal Supply Co,80.64,9,725.76,6,9,True,True
PO-12275,2024-08-05,ICU,Surgical Supplies,Laparoscopic Trocars (box 6),OmniHealth Partners,388.87,5,1944.35,7,11,True,True
PO-12276,2024-08-13,Surgery,Surgical Supplies,Sterile Gauze (case 600),MedLine Direct,58.57,26,1522.82,8,8,True,True
PO-12277,2024-08-01,Emergency,Lab & Diagnostics,Specimen Containers (case 500),Regional MedSupply,67.22,15,1008.3,1,6,True,True
PO-12278,2024-08-13,Oncology,Surgical Supplies,Suture Kits (box 36),Apex Medical Group,172.11,17,2925.87,9,13,True,True
PO-12279,2024-08-04,Surgery,Surgical Supplies,Suture Kits (box 36),Cardinal Supply Co,191.21,14,2676.94,10,9,False,True
PO-12280,2024-08-22,Surgery,Pharmaceuticals,Propofol Vials (box 10),Regional MedSupply,215.24,8,1721.92,8,6,False,True
PO-12281,2024-09-17,Oncology,Lab & Diagnostics,Reagent Pack - Chemistry,OmniHealth Partners,882.44,1,882.44,9,11,True,True
PO-12282,2024-09-20,Surgery,Medical Equipment,Ventilator Circuits (case 20),Cardinal Supply Co,257.97,4,1031.88,11,9,False,True
PO-12283,2024-09-18,Surgery,Pharmaceuticals,Saline IV Bags 1L (case 12),OmniHealth Partners,72.47,63,4565.61,10,11,True,True
PO-12284,2024-09-21,Oncology,Medical Equipment,Ventilator Circuits (case 20),OmniHealth Partners,288.44,4,1153.76,10,11,True,False
PO-12285,2024-09-12,Emergency,Medical Equipment,ECG Electrodes (case 600),Apex Medical Group,85.78,16,1372.48,12,13,True,True
PO-12286,2024-09-26,Laboratory,PPE & Safety,Isolation Gowns (case 100),OmniHealth Partners,98.98,25,2474.5,10,11,True,False
PO-12287,2024-09-08,ICU,Lab & Diagnostics,Blood Collection Tubes (case 1000),MedLine Direct,135.48,15,2032.2,6,8,True,False
PO-12288,2024-09-11,Surgery,PPE & Safety,N95 Respirators (case 210),Apex Medical Group,155.98,20,3119.6,13,13,True,False
PO-12289,2024-09-17,Cardiology,Pharmaceuticals,Propofol Vials (box 10),OmniHealth Partners,216.46,15,3246.9,11,11,True,True
PO-12290,2024-09-22,Surgery,PPE & Safety,Nitrile Exam Gloves (box 200),OmniHealth Partners,11.29,235,2653.15,10,11,True,True
PO-12291,2024-09-21,Surgery,Surgical Supplies,Suture Kits (box 36),OmniHealth Partners,179.38,8,1435.04,10,11,True,True
PO-12292,2024-09-27,Surgery,Pharmaceuticals,Saline IV Bags 1L (case 12),Regional MedSupply,85.78,60,5146.8,4,6,True,True
PO-12293,2024-09-21,General Medicine,Lab & Diagnostics,Reagent Pack - Chemistry,OmniHealth Partners,871.48,3,2614.44,11,11,True,True
PO-12294,2024-09-16,Oncology,Medical Equipment,Infusion Pump Sets (case 24),OmniHealth Partners,337.07,3,1011.21,8,11,True,True
PO-12295,2024-09-11,General Medicine,Medical Equipment,ECG Electrodes (case 600),MedLine Direct,93.12,31,2886.72,8,8,True,True
PO-12296,2024-09-24,Surgery,Surgical Supplies,Surgical Drapes (case 60),MedLine Direct,142.85,11,1571.35,7,8,True,True
PO-12297,2024-09-16,Cardiology,Medical Equipment,Ventilator Circuits (case 20),OmniHealth Partners,252.54,3,757.62,6,11,True,True
PO-12298,2024-09-06,Surgery,Medical Equipment,Pulse Oximeter Sensors (box 24),Apex Medical Group,275.45,4,1101.8,10,13,True,True
PO-12299,2024-09-09,Laboratory,PPE & Safety,N95 Respirators (case 210),Regional MedSupply,155.88,20,3117.6,5,6,True,True
PO-12300,2024-09-27,ICU,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Apex Medical Group,619.8,1,619.8,12,13,True,True
PO-12301,2024-09-06,Surgery,Medical Equipment,Pulse Oximeter Sensors (box 24),Cardinal Supply Co,313.86,5,1569.3,9,9,True,True
PO-12302,2024-09-09,Emergency,PPE & Safety,Face Shields (case 96),OmniHealth Partners,86.55,1,86.55,7,11,True,True
PO-12303,2024-09-02,Oncology,Medical Equipment,Ventilator Circuits (case 20),Apex Medical Group,254.53,2,509.06,10,13,True,True
PO-12304,2024-09-12,General Medicine,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Apex Medical Group,608.26,4,2433.04,12,13,True,True
PO-12305,2024-09-03,Surgery,Surgical Supplies,Laparoscopic Trocars (box 6),OmniHealth Partners,409.08,3,1227.24,7,11,True,True
PO-12306,2024-09-04,General Medicine,PPE & Safety,Isolation Gowns (case 100),Apex Medical Group,101.81,19,1934.39,8,13,True,False
PO-12307,2024-09-26,Emergency,Lab & Diagnostics,Rapid Flu Test Kits (box 25),MedLine Direct,278.19,7,1947.33,7,8,True,True
PO-12308,2024-09-23,General Medicine,Medical Equipment,ECG Electrodes (case 600),Regional MedSupply,93.72,24,2249.28,3,6,True,True
PO-12309,2024-09-25,Cardiology,Medical Equipment,Infusion Pump Sets (case 24),OmniHealth Partners,340.88,6,2045.28,6,11,True,True
PO-12310,2024-09-12,Oncology,Surgical Supplies,Sterile Gauze (case 600),MedLine Direct,59.39,32,1900.48,6,8,True,True
PO-12311,2024-09-12,ICU,Pharmaceuticals,Epinephrine Auto-Inj (box 12),OmniHealth Partners,724.95,4,2899.8,6,11,True,False
PO-12312,2024-09-14,Oncology,Medical Equipment,Infusion Pump Sets (case 24),Apex Medical Group,321.83,6,1930.98,7,13,True,True
PO-12313,2024-09-22,Emergency,Pharmaceuticals,Heparin Vials (box 25),Cardinal Supply Co,176.24,20,3524.8,9,9,True,True
PO-12314,2024-09-07,Emergency,PPE & Safety,Face Shields (case 96),OmniHealth Partners,83.99,10,839.9,8,11,True,True
PO-12315,2024-09-09,ICU,Medical Equipment,Infusion Pump Sets (case 24),Apex Medical Group,318.27,3,954.81,10,13,True,True
PO-12316,2024-09-05,Laboratory,Lab & Diagnostics,Rapid Flu Test Kits (box 25),Cardinal Supply Co,264.4,3,793.2,5,9,True,True
PO-12317,2024-09-26,Emergency,PPE & Safety,N95 Respirators (case 210),Apex Medical Group,138.45,27,3738.15,7,13,True,True
PO-12318,2024-09-17,General Medicine,Pharmaceuticals,Saline IV Bags 1L (case 12),Cardinal Supply Co,72.13,42,3029.46,9,9,True,True
PO-12319,2024-09-27,ICU,Lab & Diagnostics,Specimen Containers (case 500),Apex Medical Group,65.36,15,980.4,13,13,True,False
PO-12320,2024-09-09,Oncology,Lab & Diagnostics,Reagent Pack - Chemistry,OmniHealth Partners,846.77,3,2540.31,9,11,False,True
PO-12321,2024-09-02,Oncology,PPE & Safety,Nitrile Exam Gloves (box 200),Apex Medical Group,10.89,324,3528.36,8,13,False,True
PO-12322,2024-09-01,Emergency,Medical Equipment,Ventilator Circuits (case 20),MedLine Direct,268.4,4,1073.6,8,8,True,True
PO-12323,2024-09-23,General Medicine,PPE & Safety,Nitrile Exam Gloves (box 200),MedLine Direct,13.58,198,2688.84,7,8,True,False
PO-12324,2024-09-25,Surgery,Lab & Diagnostics,Blood Collection Tubes (case 1000),OmniHealth Partners,114.77,18,2065.86,9,11,True,True
PO-12325,2024-09-19,Laboratory,Surgical Supplies,Surgical Drapes (case 60),Cardinal Supply Co,130.51,12,1566.12,5,9,True,True
PO-12326,2024-09-12,Emergency,Surgical Supplies,Surgical Drapes (case 60),Regional MedSupply,151.31,15,2269.65,6,6,True,True
PO-12327,2024-09-19,Emergency,Surgical Supplies,Suture Kits (box 36),Regional MedSupply,193.83,19,3682.77,9,6,False,True
PO-12328,2024-09-27,Cardiology,PPE & Safety,Face Shields (case 96),OmniHealth Partners,81.95,14,1147.3,9,11,True,True
PO-12329,2024-09-13,Laboratory,Pharmaceuticals,Saline IV Bags 1L (case 12),Apex Medical Group,66.68,41,2733.88,11,13,False,True
PO-12330,2024-09-10,Emergency,Lab & Diagnostics,Blood Collection Tubes (case 1000),Regional MedSupply,132.41,20,2648.2,7,6,False,True
PO-12331,2024-09-21,Surgery,Surgical Supplies,Surgical Drapes (case 60),MedLine Direct,137.25,12,1647.0,8,8,True,True
PO-12332,2024-09-19,Surgery,Lab & Diagnostics,Specimen Containers (case 500),Regional MedSupply,71.86,12,862.32,4,6,True,True
PO-12333,2024-09-04,ICU,Lab & Diagnostics,Specimen Containers (case 500),Cardinal Supply Co,70.75,11,778.25,9,9,True,False
PO-12334,2024-09-02,ICU,Surgical Supplies,Sterile Gauze (case 600),Apex Medical Group,56.66,28,1586.48,7,13,True,True
PO-12335,2024-09-09,General Medicine,Lab & Diagnostics,Blood Collection Tubes (case 1000),OmniHealth Partners,119.88,13,1558.44,6,11,True,True
PO-12336,2024-09-04,ICU,Pharmaceuticals,Propofol Vials (box 10),Cardinal Supply Co,217.52,11,2392.72,6,9,True,True
PO-12337,2024-09-20,Laboratory,Medical Equipment,Ventilator Circuits (case 20),Apex Medical Group,251.7,5,1258.5,10,13,True,True
PO-12338,2024-09-20,Oncology,Medical Equipment,ECG Electrodes (case 600),Regional MedSupply,93.08,16,1489.28,3,6,True,True
PO-12339,2024-09-07,Laboratory,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Cardinal Supply Co,689.36,5,3446.8,9,9,True,True
PO-12340,2024-09-24,ICU,PPE & Safety,Isolation Gowns (case 100),MedLine Direct,96.34,25,2408.5,4,8,True,True
PO-12341,2024-09-25,Cardiology,Pharmaceuticals,Saline IV Bags 1L (case 12),Apex Medical Group,70.69,65,4594.85,14,13,False,True
PO-12342,2024-09-25,General Medicine,Pharmaceuticals,Heparin Vials (box 25),MedLine Direct,166.61,20,3332.2,5,8,True,True
PO-12343,2024-09-21,Surgery,PPE & Safety,Isolation Gowns (case 100),Cardinal Supply Co,96.88,17,1646.96,3,9,True,True
PO-12344,2024-09-02,Cardiology,Lab & Diagnostics,Blood Collection Tubes (case 1000),MedLine Direct,118.83,10,1188.3,4,8,True,True
PO-12345,2024-09-18,Laboratory,PPE & Safety,Isolation Gowns (case 100),Cardinal Supply Co,98.87,35,3460.45,7,9,True,True
PO-12346,2024-09-03,General Medicine,Pharmaceuticals,Propofol Vials (box 10),Cardinal Supply Co,242.78,8,1942.24,8,9,False,False
PO-12347,2024-09-14,General Medicine,Lab & Diagnostics,Blood Collection Tubes (case 1000),Apex Medical Group,114.71,23,2638.33,11,13,True,True
PO-12348,2024-09-26,Oncology,PPE & Safety,Face Shields (case 96),MedLine Direct,86.64,8,693.12,3,8,True,True
PO-12349,2024-09-05,Laboratory,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Cardinal Supply Co,642.05,3,1926.15,8,9,True,True
PO-12350,2024-09-08,Emergency,PPE & Safety,Isolation Gowns (case 100),Apex Medical Group,91.2,29,2644.8,7,13,True,True
PO-12351,2024-09-14,Laboratory,Pharmaceuticals,Heparin Vials (box 25),Regional MedSupply,179.87,18,3237.66,3,6,True,True
PO-12352,2024-09-04,Laboratory,Surgical Supplies,Surgical Drapes (case 60),Regional MedSupply,140.55,13,1827.15,8,6,False,True
PO-12353,2024-09-10,Laboratory,Pharmaceuticals,Saline IV Bags 1L (case 12),Cardinal Supply Co,82.42,69,5686.98,4,9,True,False
PO-12354,2024-09-02,General Medicine,PPE & Safety,Face Shields (case 96),Cardinal Supply Co,86.17,10,861.7,4,9,True,True
PO-12355,2024-09-18,Laboratory,Surgical Supplies,Suture Kits (box 36),Apex Medical Group,188.12,13,2445.56,9,13,True,True
PO-12356,2024-09-11,General Medicine,Lab & Diagnostics,Blood Collection Tubes (case 1000),OmniHealth Partners,118.9,19,2259.1,9,11,True,True
PO-12357,2024-09-01,Oncology,Medical Equipment,Pulse Oximeter Sensors (box 24),Apex Medical Group,278.26,4,1113.04,11,13,True,True
PO-12358,2024-09-02,Surgery,Medical Equipment,ECG Electrodes (case 600),Regional MedSupply,100.23,19,1904.37,2,6,True,True
PO-12359,2024-09-16,ICU,Medical Equipment,Infusion Pump Sets (case 24),Apex Medical Group,322.34,8,2578.72,11,13,True,True
PO-12360,2024-09-16,ICU,Medical Equipment,ECG Electrodes (case 600),Cardinal Supply Co,89.41,23,2056.43,8,9,True,True
PO-12361,2024-09-07,Oncology,Lab & Diagnostics,Reagent Pack - Chemistry,OmniHealth Partners,851.98,2,1703.96,14,11,False,True
PO-12362,2024-09-03,Surgery,PPE & Safety,Isolation Gowns (case 100),Cardinal Supply Co,97.25,26,2528.5,6,9,True,True
PO-12363,2024-09-24,Emergency,PPE & Safety,Face Shields (case 96),MedLine Direct,87.9,8,703.2,8,8,True,True
PO-12364,2024-09-11,Cardiology,PPE & Safety,Nitrile Exam Gloves (box 200),Regional MedSupply,13.38,358,4790.04,2,6,True,True
PO-12365,2024-09-21,ICU,Medical Equipment,Infusion Pump Sets (case 24),Cardinal Supply Co,346.11,4,1384.44,4,9,True,True
PO-12366,2024-09-02,Surgery,PPE & Safety,Isolation Gowns (case 100),Apex Medical Group,93.76,33,3094.08,11,13,True,True
PO-12367,2024-09-23,Emergency,Medical Equipment,Ventilator Circuits (case 20),Regional MedSupply,288.8,2,577.6,5,6,True,True
PO-12368,2024-09-11,Oncology,Surgical Supplies,Laparoscopic Trocars (box 6),Regional MedSupply,471.34,3,1414.02,2,6,True,True
PO-12369,2024-09-26,Surgery,Surgical Supplies,Suture Kits (box 36),MedLine Direct,192.18,13,2498.34,8,8,True,True
PO-12370,2024-09-19,ICU,Medical Equipment,Infusion Pump Sets (case 24),MedLine Direct,348.96,7,2442.72,11,8,False,True
PO-12371,2024-09-09,Surgery,Medical Equipment,Infusion Pump Sets (case 24),Cardinal Supply Co,387.26,7,2710.82,14,9,False,False
PO-12372,2024-09-24,ICU,PPE & Safety,Isolation Gowns (case 100),Regional MedSupply,102.1,34,3471.4,3,6,True,True
PO-12373,2024-09-23,Surgery,Lab & Diagnostics,Blood Collection Tubes (case 1000),Cardinal Supply Co,123.14,14,1723.96,4,9,True,True
PO-12374,2024-09-11,Surgery,Surgical Supplies,Laparoscopic Trocars (box 6),OmniHealth Partners,415.98,6,2495.88,8,11,True,True
PO-12375,2024-09-22,General Medicine,Medical Equipment,Infusion Pump Sets (case 24),Apex Medical Group,321.35,8,2570.8,8,13,True,True
PO-12376,2024-09-19,Cardiology,PPE & Safety,Nitrile Exam Gloves (box 200),OmniHealth Partners,11.33,226,2560.58,9,11,True,True
PO-12377,2024-09-27,Oncology,Surgical Supplies,Laparoscopic Trocars (box 6),MedLine Direct,445.8,2,891.6,3,8,True,True
PO-12378,2024-09-22,Emergency,Pharmaceuticals,Propofol Vials (box 10),Apex Medical Group,193.15,10,1931.5,7,13,True,True
PO-12379,2024-09-19,Emergency,Surgical Supplies,Surgical Drapes (case 60),OmniHealth Partners,128.55,14,1799.7,7,11,True,True
PO-12380,2024-09-10,ICU,Lab & Diagnostics,Specimen Containers (case 500),MedLine Direct,67.36,13,875.68,4,8,True,True
PO-12381,2024-09-12,Oncology,Medical Equipment,Pulse Oximeter Sensors (box 24),Apex Medical Group,302.63,3,907.89,11,13,True,True
PO-12382,2024-09-24,General Medicine,Medical Equipment,Ventilator Circuits (case 20),MedLine Direct,258.74,4,1034.96,7,8,True,True
PO-12383,2024-09-24,General Medicine,Pharmaceuticals,Saline IV Bags 1L (case 12),OmniHealth Partners,69.47,51,3542.97,5,11,True,True
PO-12384,2024-09-16,Emergency,Medical Equipment,Infusion Pump Sets (case 24),OmniHealth Partners,320.91,7,2246.37,6,11,True,True
PO-12385,2024-09-21,Surgery,Medical Equipment,Infusion Pump Sets (case 24),Apex Medical Group,321.71,7,2251.97,12,13,False,True
PO-12386,2024-09-09,Laboratory,Lab & Diagnostics,Blood Collection Tubes (case 1000),MedLine Direct,118.77,13,1544.01,3,8,True,True
PO-12387,2024-09-22,General Medicine,PPE & Safety,Isolation Gowns (case 100),Cardinal Supply Co,95.64,27,2582.28,8,9,True,True
PO-12388,2024-09-26,Surgery,Pharmaceuticals,Epinephrine Auto-Inj (box 12),OmniHealth Partners,644.84,7,4513.88,12,11,False,True
PO-12389,2024-09-13,General Medicine,Surgical Supplies,Laparoscopic Trocars (box 6),MedLine Direct,437.93,7,3065.51,11,8,False,True
PO-12390,2024-09-12,Oncology,Surgical Supplies,Surgical Drapes (case 60),Cardinal Supply Co,152.86,16,2445.76,7,9,True,False
PO-12391,2024-09-09,Surgery,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Regional MedSupply,695.46,2,1390.92,3,6,True,True
PO-12392,2024-09-18,Cardiology,Medical Equipment,Infusion Pump Sets (case 24),Cardinal Supply Co,329.33,3,987.99,6,9,True,True
PO-12393,2024-09-11,ICU,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Apex Medical Group,629.73,3,1889.19,9,13,False,True
PO-12394,2024-09-16,ICU,Pharmaceuticals,Propofol Vials (box 10),Apex Medical Group,191.89,7,1343.23,9,13,True,True
PO-12395,2024-09-19,Emergency,Pharmaceuticals,Epinephrine Auto-Inj (box 12),OmniHealth Partners,698.59,3,2095.77,13,11,False,False
PO-12396,2024-09-16,ICU,Surgical Supplies,Sterile Gauze (case 600),OmniHealth Partners,64.61,22,1421.42,9,11,True,False
PO-12397,2024-09-08,ICU,Lab & Diagnostics,Specimen Containers (case 500),Regional MedSupply,70.18,17,1193.06,4,6,True,True
PO-12398,2024-09-10,Emergency,Lab & Diagnostics,Rapid Flu Test Kits (box 25),Cardinal Supply Co,271.52,13,3529.76,7,9,True,True
PO-12399,2024-09-19,Oncology,PPE & Safety,Face Shields (case 96),MedLine Direct,82.75,8,662.0,5,8,True,True
PO-12400,2024-09-04,General Medicine,Surgical Supplies,Laparoscopic Trocars (box 6),Regional MedSupply,453.78,4,1815.12,1,6,True,True
PO-12401,2024-09-27,Laboratory,PPE & Safety,N95 Respirators (case 210),Cardinal Supply Co,158.56,23,3646.88,5,9,True,False
PO-12402,2024-09-04,Oncology,Medical Equipment,Ventilator Circuits (case 20),Apex Medical Group,247.04,4,988.16,8,13,True,True
PO-12403,2024-09-13,ICU,Medical Equipment,ECG Electrodes (case 600),Apex Medical Group,83.79,11,921.69,11,13,False,True
PO-12404,2024-09-20,Emergency,Lab & Diagnostics,Blood Collection Tubes (case 1000),OmniHealth Partners,112.88,13,1467.44,12,11,False,True
PO-12405,2024-09-09,General Medicine,Pharmaceuticals,Propofol Vials (box 10),Cardinal Supply Co,207.58,9,1868.22,5,9,True,True
PO-12406,2024-09-22,Oncology,Pharmaceuticals,Saline IV Bags 1L (case 12),Regional MedSupply,79.46,58,4608.68,2,6,True,True
PO-12407,2024-09-22,Cardiology,Medical Equipment,Pulse Oximeter Sensors (box 24),OmniHealth Partners,288.37,3,865.11,9,11,True,True
PO-12408,2024-09-22,Surgery,Pharmaceuticals,Heparin Vials (box 25),OmniHealth Partners,156.11,16,2497.76,13,11,False,True
PO-12409,2024-09-05,General Medicine,PPE & Safety,Face Shields (case 96),Cardinal Supply Co,94.03,12,1128.36,5,9,True,False
PO-12410,2024-09-22,Emergency,Pharmaceuticals,Propofol Vials (box 10),MedLine Direct,214.06,4,856.24,7,8,True,True
PO-12411,2024-09-11,Emergency,Surgical Supplies,Laparoscopic Trocars (box 6),OmniHealth Partners,401.9,4,1607.6,7,11,True,True
PO-12412,2024-09-25,Emergency,PPE & Safety,Isolation Gowns (case 100),MedLine Direct,100.44,13,1305.72,9,8,False,True
PO-12413,2024-09-06,ICU,Surgical Supplies,Suture Kits (box 36),Regional MedSupply,198.58,13,2581.54,1,6,True,True
PO-12414,2024-09-20,Surgery,PPE & Safety,Nitrile Exam Gloves (box 200),OmniHealth Partners,11.37,229,2603.73,9,11,True,True
PO-12415,2024-09-01,Cardiology,Lab & Diagnostics,Rapid Flu Test Kits (box 25),Apex Medical Group,269.83,9,2428.47,8,13,True,True
PO-12416,2024-09-26,Oncology,Pharmaceuticals,Propofol Vials (box 10),Cardinal Supply Co,222.53,14,3115.42,9,9,True,True
PO-12417,2024-09-15,Laboratory,PPE & Safety,Isolation Gowns (case 100),MedLine Direct,114.64,25,2866.0,6,8,True,False
PO-12418,2024-09-04,Laboratory,Surgical Supplies,Sterile Gauze (case 600),Apex Medical Group,52.43,29,1520.47,11,13,True,True
PO-12419,2024-09-06,Oncology,PPE & Safety,N95 Respirators (case 210),OmniHealth Partners,138.7,16,2219.2,11,11,True,True
PO-12420,2024-09-12,General Medicine,Medical Equipment,ECG Electrodes (case 600),OmniHealth Partners,88.15,13,1145.95,9,11,True,True
PO-12421,2024-09-18,Oncology,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Cardinal Supply Co,665.79,3,1997.37,7,9,True,True
PO-12422,2024-09-11,General Medicine,Medical Equipment,ECG Electrodes (case 600),Apex Medical Group,82.78,17,1407.26,10,13,True,True
PO-12423,2024-09-26,Surgery,Medical Equipment,Infusion Pump Sets (case 24),Apex Medical Group,328.97,4,1315.88,10,13,True,True
PO-12424,2024-09-08,Oncology,Medical Equipment,Infusion Pump Sets (case 24),OmniHealth Partners,320.77,5,1603.85,12,11,False,True
PO-12425,2024-09-08,Surgery,Surgical Supplies,Laparoscopic Trocars (box 6),OmniHealth Partners,396.86,4,1587.44,12,11,False,True
PO-12426,2024-09-03,Laboratory,Medical Equipment,ECG Electrodes (case 600),Apex Medical Group,86.08,10,860.8,11,13,False,True
PO-12427,2024-09-11,Surgery,Pharmaceuticals,Propofol Vials (box 10),OmniHealth Partners,213.63,13,2777.19,9,11,True,True
PO-12428,2024-09-26,Surgery,Medical Equipment,Infusion Pump Sets (case 24),MedLine Direct,353.15,6,2118.9,7,8,True,True
PO-12429,2024-09-20,General Medicine,Surgical Supplies,Sterile Gauze (case 600),Regional MedSupply,65.9,26,1713.4,5,6,True,True
PO-12430,2024-09-13,ICU,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Apex Medical Group,594.69,5,2973.45,11,13,False,True
PO-12431,2024-09-09,ICU,Medical Equipment,Pulse Oximeter Sensors (box 24),Regional MedSupply,300.99,3,902.97,6,6,True,True
PO-12432,2024-09-01,Oncology,Lab & Diagnostics,Rapid Flu Test Kits (box 25),OmniHealth Partners,251.64,10,2516.4,8,11,True,True
PO-12433,2024-09-17,Laboratory,PPE & Safety,Face Shields (case 96),OmniHealth Partners,79.92,8,639.36,8,11,True,True
PO-12434,2024-09-12,Surgery,PPE & Safety,N95 Respirators (case 210),Apex Medical Group,137.03,16,2192.48,11,13,True,True
PO-12435,2024-09-17,Emergency,Lab & Diagnostics,Reagent Pack - Chemistry,Cardinal Supply Co,952.39,2,1904.78,6,9,True,True
PO-12436,2024-09-22,Emergency,Medical Equipment,Ventilator Circuits (case 20),OmniHealth Partners,242.67,5,1213.35,10,11,True,True
